rating,review_text,title,helpful_votes
3,Some time sound cuted when moving Neck.,Some time problem,1
3,"I have used oneplus buds 3 that is better than this one, ANC also is better in the buds 3 but in 2295 nord buds 3 aren't bad at all, if your budget is limited then go for it",The product is good,1
3,Is gadhe Samsung ko headphone me 3d ko bhar bhar kar adverte kiya par usko activate karne ke liye Samsung ka mobile lana padega. Or 100% feature use nahi kar sakte to sony kyon na le. I used both sound of sony is also good. And more options are there in similar price.,Pata nahi kyon five star mile hai,1
3,"Other than the Sound Tuning everything else is plausible on Oneplus Buds 3At this price idk some spark is missing in them despite having 2 drivers.The Staging? V shape? Idk its not Natural, too digital... There's no fullness , No crunch. No spread. (yes there is Bass but then treble isn't balanced and around 1K there's something missing)With that price tag I 👏 expected more.Now im ruined by IEMs ,also i have Beyerdynamic DT 770 and i think I'm comparing a TWS to them. 🤦‍♂️No doubt nothing can beat wired earphones.But OnePlus buds 3 could do better in Sound staging",Okay in Sound. Best in Controls and connectivity,1
3,Unable to charge as usb cable stopped working in less than 2 weeks. And the return/replacement window is now closed.Can someone please assist?,Usb cable is not working,1
3,Bass is not good,"Average , not worth",1
4,"This earbud supports Ldac codec, so sound quality is crisp and clear, and battery life is good Not best.When noise cancellation mode is on and Ldac mode is on then battery drains up fast.You have to download realme link app to customise earbuds and to turn Ldac mode on.Build quality and finishing of this product looks premium If you're getting these buds under 4K, then go with it without any doubt.",One of the best purchase under 4k,1
4,Earbuds is Good built quality is also very good.Quality of sound is excellent bass is also.,OnePlus Nord Bud 3 Pro,1
4,Case is small but it is goodBuild Quality 7/10Sound 9/10Comfort 8/10Battery 9/10Noise cancellation 6/10,Good,1
4,"The earbuds are a fantastic choice! They offer excellent sound quality, a comfortable fit, and impressive battery life. With quick charging and clear call quality, they provide great value. Highly recommended!",Just Amazing!,1
4,"The media could not be loaded.
                



I got it at discount price of 2799 which is a very good deal. But above 3500, I will not recommend it. I used boat nirvana ion before which is also good one.Pros:Good looksLdac audio qualityFeature richCustomizable equilizer optionsCons:Bass output is a bit low, need to tweak in equilizer settingsExpensive at current price of 4500A bit hard to remove buds from caseBefore using App, it needs your phone/email information and app experience should be improved.",Good feature rich sound quality,1
4,"Overall the tws is excellent wrt to its price but the main issue I found was that it does not support dual pairing. For people like me who use laptop and phone side by side it's a bit inconvenience as I will not able able to use it efficiently. If I have to connect to laptop then phone gets disconnected, it's kind of a problem but may not be for all. Earlier I had a boat neckband which had dual pairing support and I had a habit of that. It's not a very major problem but still, it should have been made proper.",Sound quality is very good but no dual pairing support,1
4,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:09Loaded: 33.37%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:09 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


Looks good & fashionable.","Loved this SLIƊE, good product in this segment.",1
4,"It is a superb product, the only improvement needed is that the volume up and down should have been work through a touch sensor.",Review after use,1
4,Hey guys i have been using it for approx 1 month I want to give u guys a good review the main thing is the quality of the hinches are not atmost quality it's ok ok quality is good app is not good it's terrible and the anv is good overall it's good only problems are the hinches and the app,Good but,1
4,"I had oneplus neckband since 2 years its still working but now i bought airpods.. n its so amazing.. about functionality its super.. it has sensor so u can pause or change songs by just tapping.. bluetooth connectivity is good also u can use one earbud at a time.. As m super sensitive, earbuds hurt my ears, if i use even for a while.. this one is really comfy for my ears  I'll add other features eventually after using it.. now come to the durability i bet one plus is trustworthy cz m the loyal customer of one plus since long.. also thanks to Amazon delivery got my product safe and on time👍",Comfy for Ears,1
4,"I bought this realme T310 in amazon sale after reading reviews and youtube review videos,In my case i want to clear some myth's,1.i read that realme link app doesn’t work with iphone - its works perfectly in my iphone2.its not charging properly and sometimes one side earphone not working- mine works perfectlyThis TWS is very light weight and i loved the fitting you can sleep with wearing this without any problem",Genuine review,1
4,Earbud sound quality and call quality is fine . Noise cancellation is just nominal. Dont compare it with Bose or Sony. Anyways price is also not comparable. Hence itne me itna hi milega wali baat. Overall for 2000 it is fine. Not sure how it compares with INR1000 earbuds. But i guess look for the driver size and not for noise cancellation in below 10k earbuds.,Okish,1
4,Very good sound. Only not understanding the worth of using talk through feature because it works even in fan sound. It supports AAC codec as shown. Recommended.,Very good tws,1
4,,Good value for money,1
4,"1)Buds music quality is too good.2)Touch controls fuctionality for volume, ANC on/off, music mode, game mode are really make it convinient to use.3)Looks are stylish.Note: There is a scope to improve conform into ears.Overall very good product.",Good Quality EarBuds...Happy to have it.,1
4,Nice sounds quality,Nice product,1
4,"Pros:Music quality and bass is like expensive earbuds. Blind compared these with oneplus buds 3, very minimal difference.Build is solidVery compactFind my earbuds works wellCons:ANC doesn't completely silent your environment. Speech, music and sudden noises still get through. Fan noise is also only halfway blocked.By default it starts with transparent mode, on call also it goes to transparent mode, which makes you hear your own voice twiceThe options for touch control are very limited",Good for the price,1
4,"I buy t300 in 1700/- it is best in sound quality,connectivity, bass,vocals, app support ,finishing,design,battery backup, and anc or indoor calling is okay. Bad points 👉 build quality and fitting in ear is not good 😐, there are no single touch control , major problem is outdoor calling.",Build quality and calling is poor.,1
4,"The media could not be loaded.
                



Good earphones with stylish earphones cover in this affordable range. Bass is also good. It is loud and clear. Totally recommended to buy this product","Crossbeat slide, a good earphones.",1
4,Awesome sound quality. Only absent I'd dual device pairing,Nice,1
4,I'm writing this review after  10 to 15 days use ..Sound Quality - 3.5 out of 5 I didn't like the audio quality muchComfort - 4.7 out of 5Call Quality - 4.5 out of 5Style/ Design - 4.5 out of 5Noise Cancelation- 4 out of 5Battery- 3.9 out of 5 but they support fast charging so won't matter much,Good for price ranged max 1800,1
4,"I use Galaxy Buds2 Pro with my iPhone XR. Sound Quality, Build quality is awesome. ANC is not so good as compared to Apple AirPods Pro 2. Overall Good product.",Good Product,1
4,Just awesome sound quality touch is not proper allover good one,Product sound,1
4,"Noise N1 Pro Buds ReviewThe Noise N1 Pro Buds deliver impressive sound quality with rich bass and clear highs. They’re comfortable for long wear, thanks to multiple ear tip sizes, and offer excellent battery life, with about 5-6 hours on a single charge. The Bluetooth connection is stable, and touch controls are intuitive. The build quality is premium, with a sleek design and compact charging case. Overall, these earbuds provide great value for money and are perfect for anyone seeking reliable wireless audio.",Noise N1 Pro Buds Review,1
4,Really like the realme buds over the oppo one. Best in segment. The ANC is good too.,Best in segment!,1
4,Decent battery life. Good value for money. Sound quality is good.,Value for money,1
4,Works comfortable with Apple Products,Works comfortable with Apple Products,1
4,"It delivers balanced sound, which is sufficient for me. However, the buds are a bit large, so your ears might feel slightly uncomfortable after wearing them for an extended period.,",Balanced sound,1
4,"I have been using oneplus bullets Z2 and I just switched to this buds and my experience is good. Sound quality is very nice , no extra bass  perfectly balance. Through hellomelody app you can change the equalizer setting if you need extra bass. ANC is not the best but good as per price. Mic quality is also quite impressive. Best under 2.5k budget",Absolutely worth 👌,1
4,"Sound quality GoodConnectivity GoodClarity during calls satisfactorySpacial audio feature really makes a difference when activated in real link appBattery backup excellentTouch control average. For next song, 3 taps are needed which the TWS many times don't respond or pauses the music as if it was double tapped.Ear ergonomics good fit. Doesn't falls of ears.Overall value for money buy. I am satisfied.",Value for money TWS,1
4,"The media could not be loaded.
                



Looks good & fashionable.","Loved this SLIƊE, good product in this segment.",1
4,"Obviously missing out on dual pairing and great active noise cancellation if you're purchasing because of that but build quality is good, sound is good and just works well in day to day uses.",Best money could buy in this range,1
4,I owned a cheaper pair of buds which had battery loading and strength indicator. Also it's possible u put these in the case and their not really charging so make sure they're both put in properly.I love the sound cancelling and ambient mode capability and overall fit and sound quality of the buds however.,Case Could've been Better,1
4,"All good but could have give extra features, but for this price it was excellent",Nice buds,1
4,"There is some connection which is connecting and the rest is fine but when a call comes or I call someone, the voice is not clear, that is the problem, there was the charge of the rest etc. in this",Voice not clear in the call,1
4,"Not a Cheap audio device, good levels of volume even at 50% , when connected to phone, where as laptop doesn't deliver best volume,  it should be kept at 100% in laptop for a good experience, I don't why there is low volume,  when connected to laptop. Noise Canceling is not that top notch.","Value for money 💰, good volume,  music 🎶",1
4,best,qaulity,1
4,Value for money,Connectivity should be improved,1
4,5 month updatePros:Great sound qualityFast pairingDual device pairingLong lasting batteryGreat touch controlsCons:Fingerprint magnet,"Worth it, 5 month review",1
4,Audio quality is nice.....anc works gud.......worth for buying.....some ear shapes can experience some pain......,Audio quality,1
4,"Overall product is very good. Well fitted, very good sound quality. There are so many features. Very light weight. So fast connectivity. Looks better. 50 % voulme is enough to hear.",There is no type c cabble with the package.,1
4,Awsome value for money product... Sound is good.. Battery life okayish.. Golden sound and spatial audio is not useful in my case.. Otherwise good..,Got it at 2800/-,1
4,White in colour rather than grey. Value for the price.,Sturdy,1
4,"It has good sound quality,fit and value for money",Pretty good product,1
4,Sound is I would say good but not that goodIt control high pitch sound better that most of the headphonesUnder 5000 these are in top 2 or may be top 1 according to you likingIt have clear sound but not much bass you have to increase bass in app,It is good under 5000,1
4,"After several months , still working so good  not an issue battery back up one day for even office use , I mean case back up , for every 1  hrs need to charge again in case , I have habit of using one side , each time change one after another so not felt as issue",Value for money,1
4,Nice product. Value for money.,Wireless earpods,1
4,All over it is good. You should improve your bass quality and implicate ANC in your upcoming product,Good,1
4,Sound 4/5Bass 5/5Noise 4/5Good price point,Good product,1
4,"The Boult Audio UFO TWS earbuds offer excellent connectivity, pairing almost instantly with my devices. For the price, they’re an unbeatable value, providing great sound and functionality. The earbuds fit comfortably in my ears and come with three additional size options for a customized fit, which is a nice touch.The weight is balanced well, making them comfortable for long use. The only downside I’ve noticed is that the hinge on the case is a bit loose, possibly due to damage during delivery, but it still works fine. Overall, these are a solid buy for the price!",Great Value for Money with Instant Connectivity,1
4,ANC is average. Fit to ear. Good looking. Battery backup is good. But this earbuds is only compact with one plus devices. If you looking an earbuds for calling purpose this is not for you.,Good!,1
4,All is excellent except charging,Good product,1
4,"In nearly every aspect, this TWS performs exceptionally well for its budget segment. However, it may cause slight discomfort in the ear when worn for extended periods or while lying on one's side. The active noise cancellation (ANC) is effective, though not the best available, and the sound quality is commendable. It is believed that the performance might be enhanced when used with a OnePlus phone. Overall, it is a good TWS option.",A little uncomfortable in ear.,1
4,"I recently purchased the Realme Buds T300 TWS earbuds, and overall, I am quite satisfied with the product. The 40-hour playtime is impressive, and the 30dB active noise cancellation (ANC) works well in blocking out background noise, making it great for both music and calls. The sound quality is clear, and the bass is punchy without being overwhelming. The earbuds are comfortable to wear for extended periods, and the touch controls are responsive.However, I did notice that the noise cancellation could be slightly improved in extremely noisy environments, and the case, while sleek, feels a bit delicate. That being said, these are minor issues, and the earbuds offer excellent value for the price. I would highly recommend them to anyone looking for a reliable pair of TWS earbuds with solid battery life and good sound quality.",Best earbuds in this price range.,1
4,Good Noise cancelationBest Sound quality,Good quality earbuds,1
4,"This is a good product overall. The colour it has is so soothing to eyes. Sound quality is good.It is affordable product, anyone can purchase.",Classy wireless earbuds,1
4,"I brought this OnePlus Nord 2 on Great Indian Festival sale and the horror when I got a used defective product! What followed were two days of restlessness as the associates tried their best to register a replacement. And finally I got a new one!Pris: Coming to the actual product: Sleek design, comfortable on ears for longer periods (m talking 12-13 hrs), bass is more than decent. Has two modes and ANC is to kill for! I think that's the only reason I went back to my this the second time. Battery life is decent. Can give a run for money to any high end earphones in 5k-10k range.Cons: Dies on its first birthday, not a day more!",Second times the charm,1
4,"Build Quality is premium and the colour of black is shining like a greyish. Sound quality & connectivity are A Class. At the time of calling, words are delivering crystal clear.","As per price, the product is worth every penny.",1
4,"Sound quality is superb,fabulous design. But only problems  with its battery backup. It gives only 4 and half hours only with buds. Active noise cancelling work really really  great.",Galaxy buds 2 Pro,1
4,Product good with muscular looks one guy already thought it was mini binacular and was trying to look from the charging point or something. But only one thing.... Ear pains,4 star rating,1
4,Just bought the tws today. First impression looks good.  It's sleak and compact . The sound is good for casual music listeners like me.Will surely share the updated review after some days of usage,Good TWS,1
4,Mind-blowing sound quality,Saddan,1
4,All good,Good,1
4,చాలా బాగుంది కాల్ క్లారిటీ కూడా చాలా బాగుందినేను 1700కు మాత్రమే కొన్నాను,చాలా బాగుంది,1
4,The earbuds and the case looks premium. Buds are comfortable. The realme link app will support t310 earbuds which helps to customise ANC and other options. Great battery life.Can customise EQ modes for extra bass. Good product at this price range.,Great product for the price,1
4,"All the things music clearity , fantastic ,But while noise cancellation is on buzzy sound is irritating ZzzzZzZzz , it was not decreasing by any how , although we can customise it with , but also it can not eliminate completely, else ill give it 10/10",9/10,1
4,The sound quality is great. I do a lot of calls & this is comfortable to wear & do calls with. The only reason I didn't give it a 5 is because whilst putting it in it automatically clicks ASC mode and the fact that I feel it will fall off if I were to go for a run with them on. Summary is great for calls. Its new so rhe battery life is amazing,Value for money,1
4,The noise cancellation and connection speed is awesome but only a few times the touch sensor glitches but after reconnecting it the sensor works as usual... No others problems till now😊 Happy with the product,Overall good experience and according to its price it's completely valuable,1
4,In this price range this is good product,Good,1
4,Just comfortable issue.,Good product.,1
4,"Pros: Bass, music, treble, Gaming🔥,Noise cancellation, Transparency mode is little akward to me as extra sound from surrounding starts coming., Connectivity, Calling 🔥Cons: Battery is where you have to compromise around 20-25-30 (as per use) or one week. Major Missing thing in this price point- Dual pairing, In ear and out feature. Except this there is no cons. In this.If music lover, do little gaming, calling then this one is best in this price segment. I got this at 1500 during prime sale. So this is the best deal for me if you get it in range of 2000 then remains the best.",Never used best earphones like this,1
4,"The media could not be loaded.
                



Good Connectivity, Durability and medium Sound Quality",Crossbeats Slide,1
4,If you are hardcore music lover ... I mean if you want 10/10 premium music quality then I wouldn't recommend this Product ...Music - 8/10 ( balance audio)AnC - 7/10 ( outdoor average)GAMING - 8.5/10Battery - 8.5 /10Build quality - 9/10,Good at this price Range,1
4,Nice product,Impressive look,1
4,I have been using this product since a year. The bill quality of this product is a very good  as well as sound quality also good. It's comfortable comfortable to ears. It's Bluetooth connectivity  also good In short this product is value for money,A good product value for money,1
4,,Shine is good and looks amazing,1
4,,Audio quality is good,1
4,For great sound quality and call,Awesome,1
4,"Sound quality, Versatility, durability and mic quality and its performance & stability are very good","As per cost of this item, it is good for use",1
4,"The product was good at first but over the period of a months use, the enc seems to be getting bad and the dual device connection also doesn't work well sometimes. It's better to disconnect from one device to use the other properly. The mic works fine and the controls and good as well. The design fits well and the earcul sizes help use the perfect fit. Just bound to slip out a little if one is sweaty or has excessive face movements like laughing or talking too much. Good for idle use.",Good but seems to be faltering a little,1
4,I am like this  sound is amazing,It's  better,1
4,I wanted to get these for a long time. These were the flagship buds from 2022. They sound amazing. The sound is quite balanced but not for base heads. The active noise cancelling and ambient sound mode is good. You can customise these features from the galaxy wearable app. The design is good although i wish they came with rubber pads like the first generation galaxy buds. They are quite comfortable. The charging is good and these support wireless charging. I got this deal for Rs 7999. At this price this is an amazing purchase. As expected with Amazon they delivered the product in good packaging.,Amazing buds,1
4,I like build quality... this price...,Good product..,1
4,"I would like to start by saying that it may take a while to adjust with these if you're coming from realme, boat etc. The reason behind this is the sound signature. These are not ""bass boosted"" earbuds that I was used to. They're very balanced and provide an amazing audio experience. Only downside I would say is slightly poor battery life. But the possible reason could be ANC. It's not fast charging like other brands but it's not terribly slow either. Only buy these during offers.",Pretty fantastic product,1
4,Liked it,Sound quality is good,1
4,"- These buds come with a massive drivers delivering every beats in the music.- These buds offer 0 latency with OnePlus devices.- These buds charge pretty quick but not quick as compared to other buds in the same segment.- These buds offer customisable controls for music and calls.If you own a OnePlus smartphone, then I would recommend buying this. If not you have a lot of better products available for this price segment ( ~ 2K ) with ANC, quad mic and more features. We",Worth the price ?,1
4,"Battery backup is weird. received them today - 27.09, will update more about the same after 1 weekSound ✅️Mic✅️Rest All ✅️Only battery is a bit concerning for me.",One of the Best in sound and call,1
4,"Prima facie it's good looking, clear voice hearing, nice fitment set....",Worth to buy in this price,1
4,"Writing this review after a year of using it. It still the same, no compromise on performance and quality. Never had a problem at all. Amazing touch control, immediate connection if it is a OnePlus phone. Beast mode is good. 80% noise cancellation, can expect this at this cost.Cons: Mic quality should have been better, when on calls, the one on the other side aren't able to hear properly though there is no disturbance in the background voice isn't clear for them at all. Could have given 1 more year of warranty period.",Performance,1
4,Worth for price but poor quality,Quality,1
4,We can use it while walking n running it will fit in ur ears less chance to fell,Good product,1
4,"Finish feels premium,But when you listen to music sometimes High frequency herts your ear. Mic quality is average at night you have to really increase your voice to talk.",Great earbuds,1
4,"I'm writing this review after one month of using,the sound quality, fit and everything is perfect but ANC is not working while calling. The headphone connects the phone but not showing in JBL app.",ANC is not working properly,1
4,"The media could not be loaded.
                



I LIKE THE OVERALL PRODUCT BUT GUYS I AM AN AUDIOPHILE SO...FOR SOUND STRAIGHT UP 8.5 BECAUSE ITS VOCALS ARE THE PART WHERE IT SHINES A NICE ROUNDED VOICETHE BASS IS GOOD AND PUNCHY NIT FATIGUEING BUT IF U DO USE EQ IT WILL LEAD TO BASS BLEED I FOUND THE TREBLE TO BE PRETTY GOOD BUT IT IS A BIT RECESSED COMPARED TO AN IEM UNDER 3000BUT EXCEPT SOUND ANC IS DAMM GOOD MICS ARE GOOD TOO.I HIGHLY RECOMMEND THIS IF U GET THIS AROUND 3.5 K ITS A STEAL DEAL",UNBIASED REVIEW,1
5,"I was earlier using one plus buds Z2 which were very very nice,  look vice,performance vice and specially coz of their noise cancellation but their censors got damaged within a year and they stopped working…now i have purchased these which are more affordable and actually have an extra feature in comparison to Z2, which is the option of increasing and decreasing the volume through the bud..although i must say that the Z2 had a better look but these r worth the money… absolutely love it🫶🏻",Good product..worth it,1
5,"The Smooth Touch and feel of the Samsung Galaxy Buds Pro 2, Sound Quality, Earbud Functionality, Noise cancellation, Design, Volume control and last Value for money 😋",Awesome Deal,1
5,This truly wireless earbuds has excellent performance along with Some very interesting  features. It gives a  long hours of play time with seamless communtucation through 4 mic calling and sound quality. 45ms low latency is absolutely perfect for gaming and typc-c charging support it get charged in short period of time. It has IPX5 water resistance protection that saves it from water damages.The slim and stylish water blue design completes the package. Proudly made in India product that delivers premium quality at great price. Highly recommended.,Great experience Ever,1
5,"Amazing product by realme in such affordable rate sound, build quality and features are perfect match for tws.",Priceworthy product,1
5,ANC is good. Good Bass and vocals are clear. Earbuds are comfortable in wearing.,Value for money,1
5,"Good soundGood battery,value for money, good performance,",Amazing product,1
5,"Hello everyone. The quality of the product pleased. I was worried about the originality of the product, but everything is super. Everything is original, the connection to wearable was successful, all functions in the application work. Thanks to India, from Kazakhstan and Russia.",original,1
5,"We have 5 boult boult audio headphones. 3 recently bought. 1 st one we bought is still working even after 4 years... So I bought latest models for family members. Latest models are so good in audio clarity.This one k10 have latest version of bluetooth 5.4. Good audio clarity. Type c charger cable provided. It's small length cable, could have provided little longer cable. But can not complain at this lower price range. Got at 799.Will update you as we use this headphone.",One of the best at this price range,1
5,These are really a great pair of earbuds which offers excellent sound quality including rich bass. Active noise cancellation is just amazing.,Amazing noise cancellation and wonderfull for missing lovers,1
5,Good disign and in ear comfortable sound good,Product quality good,1
5,"I have always believed in OnePlus products , just because of the quality products they manufacture. And yep , they didn't forget to deliver the same on this product as well. These are some of the features are liked about the buds:ANC : Man this is super cool! You cannot hear the fan above you if you have ANC turned on in the settings. Such a high quality feature in this price is indeed great !Sound Quality : Drivers make a great difference when it comes to music. The 12.4 mm drivers have slayed ! You can feel yourself being immersed in the music.Features: It gives you touch controls , along with a loooottt of features in the settings or in the HeyMelody app. Here you can control the drivers to your liking and also they provide you with custom tools so as to fit your beat !Overall , I must say , if you want some good music experience and a quieter environment , go for it. You won't regret buying this beauty :)Cheers!",A steal under 2500!,1
5,"I am a musician, drummer - listen to rock/metal a lot.I need both bass and treble. I usually stay away from most brands. I only use,Boat < Sony ~ JBL ~ Apple < BoseBecause of the specs and price, took a shot at this one, and must say, it's impressive.So, my review :Overall Sound Quality 9/10Volume - 10 (it's too loud, I can go max 80%)Bass: 10Mid: 9Treble: 8Surround Sound: 9Noise cancellation: 8Battery: 10Test: 3h Music at 80% with ANC! Battery down to 40%This is great, turn off ANC to make it last long.Quick Charge: 10/10Tested:In 7 mins - 40% to 70% Next 5 mins - 70% to 90%Call Experience - 10But will do more testing and update this.","LDAC + Dual Driver @ 4k, You can't go wrong.",1
5,I have been using it for regular phone calls and team meetings and both cases it was great. Audibility is good and noise cancellation works great even when there was my kid playing in the background.,Quality product,1
5,"5k for these earbuds seems like a steal as they function so good,the gestures on the earbuds for volume control work well,the mic quality is very good I never heard my friends complaining about it,I've dropped it 2 to 3 times and it held its own so good durability,I used it for 1 hour at a stretch and it did start paining in my ear but to be honest that would happen with any earbuds you buy,the sound isn't great at factory setting but once you okay around with eq and find your ideal setting these can be on oar with Samsung,Even if you're not a OnePlus user you can download the hey melody app and control and customise everythingThe colour quality is pretty amazing on thisThe battery life is very good I use it mostly while studying and cooking and tbh it's pretty great",Best earbuds in this budget,1
5,The quality of sound is very good. The build quality and design looks nice in ear. It would be value for money if price was little lower. Good product to buy.,Perfect Product,1
5,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:34Loaded: 8.83%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:34 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


खूप सुंदर प्रोडक्ट आहे.अगदी हलके आणि वापरायला मस्त वाटतं शिवाय वजनाने हलके असल्याने मी तर खूप वेळ वापरतो.खूप मजा येते.मराठी आवाजातील गाणी ऐकायला तर खूप धमाल येते.","Sound quality,look and design awesome.",1
5,"Excellent sound quality with deep bass and clear highs,Long battery life, Comfortable and lightweight,Customizable EQ settings via the app. Design is really appealing as well. At affordable prices .👍",Quality earbuds at nice price.,1
5,"Awesome product, quality of music, a battery life and comfort Of product is more than expected. Even noise cancellation feature is superb.Additionally, with Samsung phones, you can find location of your Ear birds.If you use this product continuously, then it gives better backup of more than 12 hours, which single charge of 20 minutes max.",Unbelievably awesome product,1
5,"Got it for ₹2800. It's great value for money at that price. ANC works well with no issues so far. Call quality and sound are very clear. Battery life is decent. 360 spatial audio feels like a gimmick. Despite a 40ms latency, there's noticeable lag.",Great,1
5,"Awesome for music....if u r a music lover go for it. Quite decent battery backup, NC is also good.",Wonderful product,1
5,"Loved it..Noise cancellation is best, battery is really good too..No cons i could say now",Awesome buds,1
5,Good sound quality bass are awesome 3d sound are best,Amazon air pods,1
5,"I was little hasitant before buying this, having doubts regarding audio quality, compatability, but these buds have surpassed my expectations.",Superb Product,1
5,ANC.  -100/10Sound clarity.  -10/10Bass.  -50/10Build quality.  -10/10Fitting.  -09/10Amazing product.... Just go for it!!!,Product review,1
5,"The color is so pretty, amazing sound Quality and easy to connect , portable and compatible with all devices.Gifted this to my father and he loved it too✨",Quality will amaze you,1
5,this earbuds are a great addition for anyone looking for quality audio on the go with an impressive 50 hours of playtime they last through long days without needing a charge the four microphones ensure clear calling i also appreciated the low latency of 45ms which is excellent for gaming and watching videos the ipx5 rating means resistant to water adding durability for outdoor use overall these earbuds deliver solid performance and value especially in the stylish ice blue color,nice looking and best sound earbuds,1
5,"If you are using galaxy device, this is the TWS. Don't go for on paper battery life etc. This product is made of very superior durable rubberized material.The fit is amazing, ANC is decent enough , not at par with other premium buds, but adequete.Sad to see samsung departed from this amazing design, this fits so good to ear..Audio is superb,AKG sound signature won't disappoint, a bit warm sound signature. with full tweaks if your are with galaxy device.Gesture control is lacking compared to competitions, but call and sound quality will compensate for these.Overallvery well made product",Well made,1
5,Awesome experience. Audio call quality is very good. Excellent Sound when the noise cancellation mode is on... worth TWS buds for this price segment,Terrific Purchase,1
5,"The media could not be loaded.
                



I recently purchased the Boult earbuds, and they have exceeded my expectations in every way. The sound quality is truly impressive, delivering deep bass, crisp mids, and clear highs. Whether I'm listening to music or taking calls, the audio is rich and immersive, with no distortion even at higher volumes.In terms of comfort, these earbuds are lightweight and ergonomically designed, fitting snugly without causing any discomfort during extended use. They stay securely in place, making them ideal for workouts or long commutes. The noise isolation feature is excellent, allowing for a focused listening experience even in noisy environments.The battery life is another standout feature. With hours of playtime on a single charge, I rarely need to recharge throughout the day, and the charging case adds an extra layer of convenience.For anyone in the market for high-quality earbuds, I would highly recommend the Boult buds. They offer a perfect balance of performance, comfort, and value for money. If you're looking for an upgrade to your audio experience, these are a must-buy!",Very good product,1
5,"The Boult K10 earbuds deliver excellent sound quality with powerful bass, clear mids, and crisp highs, making them perfect for music lovers. They are comfortable to wear for extended periods, thanks to their ergonomic design. The Bluetooth 5.0 connectivity ensures a seamless connection with minimal latency, ideal for calls and gaming. The earbuds offer impressive battery life, lasting up to 6 hours on a single charge, with the case providing additional charges. The touch controls are responsive and easy to use, though they can be slightly sensitive. Overall, Boult K10 offers great value at an affordable price.",Value for money in lowest price,1
5,"There are something's I have noticed after using for 1 month1. In ear detection is not that accurate2. Sometimes, we will be getting some noisy beep sounds in between. We don't know when this happens. But when it happens it is kinda irritating3. Button controls can be more accurate.But still it is a best purchase.. all the above points are small drawbacks but still it is a great choice",Fine ok ok..,1
5,"I got these buds for 8k in the sale, first thing the sound quality is so good 24 bit audio, most comfortable buds I've ever used. Anc is Excellent ambient mode is good, additional samsung features like double tap the edge for volume is very good there's just one con in these buds the battery just lasts 5 hrs on single charge if you cam get these under 8k just buy it there so worth it",Buds 2 pro,1
5,"It is exactly how I had been reading in the reviews, and I'm happy that I've got it for such a good price.","Good bass, great sound, and good battery life too",1
5,At this price range best product and available at good quality and you can go for it without any hesitation,Best product,1
5,"It looks very nice, the sound quality could be better",Nice,1
5,This product has good sound quality and very good battery backup. Actually I want a earbuds having good battery backup and this product is truly liable for me.,Sound quality and Battery backup,1
5,It's only better for music and also it's doesn't support some devices and most importantly it's waste of money for this product due to we can't use touch sensor for call receiving and rejecting we have to answer the call by using mobile this is why it's waste of time and buying this product is regretfull I tried to return it but the company keep pushing to try trouble shooting etc but they are not giving any replies also the customer support is also not  responding please keep it in mind that if You wish to buy this product please read my review before buying that's all I have to tell you about,OnePlus Nord 2 Buds,1
5,*Best in the market.*Cool features.*I got it for a good deal at Amazon Great Indian Festival. No loss even if bought at normal price.  I bought it for Rs.6599.,Excellent choice,1
5,"Perfect sounds as described, no lagging for pairing, fast connectivity, simple and humble",Worthy,1
5,"The media could not be loaded.
                



खूप सुंदर प्रोडक्ट आहे.अगदी हलके आणि वापरायला मस्त वाटतं शिवाय वजनाने हलके असल्याने मी तर खूप वेळ वापरतो.खूप मजा येते.मराठी आवाजातील गाणी ऐकायला तर खूप धमाल येते.","Sound quality,look and design awesome.",1
5,"The Boult K10 TWS Earbuds deliver a 50-hour playtime, clear calls with 4 mics, and 45ms low latency for gaming. They charge fast via Type-C and are IPX5 water-resistant. Made in India, they offer excellent value for the price.",Excellent,1
5,Pros:Sound QualityEase of UseVoice AssistantCons:Removing the earbud from the slide box is slippery and we will get adjusted to it.,Good Product - First Impression,1
5,Long battery backupUnique designBalanced soundGood build quality,Crossbeats slide,1
